screen 5.0.1-3
screenfetch 3.9.9-1
sdl2-compat 2.32.68-1
sdl3 3.4.8-1
sdparm 1.12-1
sed 4.10-1
serd 0.32.8-1
sg3_utils 1.48-1
shaderc 2026.2-1
shadow 4.18.0-1
shared-mime-info 2.4-3
slang 2.3.3-4
smartmontools 7.5-1
smbclient 2:4.24.3-1
snappy 1.2.2-3
sndio 1.10.0-1
sof-firmware 2025.12.2-1
solid 6.26.0-1
solid5 5.116.0-2
sonnet5 5.116.0-2
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.1-1
source-highlight 3.1.9-18
spandsp 0.0.6-7
spdlog 1.17.0-2
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 1:1.4.350.0-1
sqlite 3.53.1-1
squashfs-tools 4.7.5-1
sratom 0.6.22-1
srt 1.5.5-1
sshfs 3.7.6-1
startup-notification 0.12-9
stoken 0.92-6
sudo 1.9.17.p2-2
svt-av1 4.1.0-1
svt-hevc 1.5.1-4
sysfsutils 2.1.1-2
syslinux 6.04.pre3.r3.g05ac953c-4
systemd 260.2-2
systemd-libs 260.2-2
systemd-resolvconf 260.2-2
systemd-sysvcompat 260.2-2
systemd-ui 3-5
taglib 2.3-1
talloc 2.4.4-1
tar 1.35-2
tcl 8.6.16-1
tcpdump 4.99.6-1
tdb 1.4.15-1
terminator 2.1.5-2
terminus-font 4.49.1-8
testdisk 7.2-2
tevent 1:0.17.1-2
texinfo 7.3-1
thin-provisioning-tools 1.3.2-1
thunar 4.20.8-3
thunar-archive-plugin 0.6.0-1
thunar-media-tags-plugin 0.6.0-1
thunar-volman 4.20.0-2
tinysparql 3.11.1-1
tmux 3.6_b-2
tpm2-tss 4.1.3-1
tslib 1.24-1
ttf-bitstream-vera 1.10-16
ttf-caladea 20200113-4
ttf-carlito 20230509-2
ttf-croscore 20220810-3
ttf-dejavu 2.37+18+g9b5d1b2f-8
ttf-liberation 2.1.5-2
ttf-ubuntu-font-family 1:0.83-2
tumbler 4.20.1-1
twolame 0.4.0-4
tzdata 2026b-1
udftools 2.3-3
udisks2 2.11.1-2
unrar 1:7.2.6-1
unzip 6.0-23
upower 1.91.2-1
uriparser 1.0.2-1
usb_modeswitch 2.6.2.20251207-1
usbmuxd 1.1.1-4
usbutils 019-1
util-linux 2.42.1-1
util-linux-libs 2.42.1-1
v4l-utils 1.32.0-2
vala 0.56.19-1
vapoursynth 75-3
vid.stab 1.1.1-2
vim 9.2.0573-1
vim-runtime 9.2.0573-1
virtualbox-guest-utils-nox 7.2.8-2
vlc 3.0.23_2-5
vlc-cli 3.0.23_2-5
vlc-gui-qt 3.0.23_2-5
vlc-plugin-a52dec 3.0.23_2-5
vlc-plugin-alsa 3.0.23_2-5
vlc-plugin-archive 3.0.23_2-5
vlc-plugin-dav1d 3.0.23_2-5
vlc-plugin-dbus 3.0.23_2-5
vlc-plugin-dbus-screensaver 3.0.23_2-5
vlc-plugin-faad2 3.0.23_2-5
vlc-plugin-flac 3.0.23_2-5
vlc-plugin-gnutls 3.0.23_2-5
vlc-plugin-inflate 3.0.23_2-5
vlc-plugin-journal 3.0.23_2-5
vlc-plugin-jpeg 3.0.23_2-5
vlc-plugin-lua 3.0.23_2-5
vlc-plugin-matroska 3.0.23_2-5
vlc-plugin-mpg123 3.0.23_2-5
vlc-plugin-ogg 3.0.23_2-5
vlc-plugin-opus 3.0.23_2-5
vlc-plugin-png 3.0.23_2-5
vlc-plugin-pulse 3.0.23_2-5
vlc-plugin-shout 3.0.23_2-5
vlc-plugin-speex 3.0.23_2-5
vlc-plugin-tag 3.0.23_2-5
vlc-plugin-theora 3.0.23_2-5
vlc-plugin-twolame 3.0.23_2-5
vlc-plugin-vorbis 3.0.23_2-5
vlc-plugin-vpx 3.0.23_2-5
vlc-plugin-xml 3.0.23_2-5
vlc-plugins-base 3.0.23_2-5
vlc-plugins-video-output 3.0.23_2-5
vmaf 3.1.0-1
volume_key 0.3.12-12
vpnc 1:0.5.3.r557.r241-1
vte-common 0.84.0-1
vte3 0.84.0-1
vulkan-icd-loader 1.4.350.0-1
vulkan-intel 1:26.1.1-2
vulkan-mesa-implicit-layers 1:26.1.1-2
vulkan-radeon 1:26.1.1-2
wavpack 5.9.0-1
wayland 1.25.0-1
webkit2gtk-4.1 2.52.3-1
webrtc-audio-processing-1 1.3-5
wget 1.25.0-5
which 2.25-1
whois 5.6.6-1
wildmidi 0.4.6-1
wireless-regdb 2026.03.18-1
wireless_tools 30.pre9-5
woff2 1.0.2-6
wpa_supplicant 2:2.11-5
wvdial 1.61-10
wvstreams 4.6.1-21
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xbitmaps 1.1.4-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcompmgr 1.1.10-2
xdg-dbus-proxy 0.1.7-1
xdg-desktop-portal 1.20.4-1
xdg-desktop-portal-gtk 1.15.3-1
xdg-user-dirs 0.20-1
xdg-user-dirs-gtk 0.16-1
xdg-utils 1.2.1-2
xf86-input-evdev 2.11.0-1
xf86-input-libinput 1.5.0-1
xf86-input-synaptics 1.10.0-1
xf86-input-vmmouse 13.2.0-2
xf86-video-amdgpu 25.0.0-1
xf86-video-ati 1:22.0.0-3
xf86-video-fbdev 0.5.1-1
xf86-video-nouveau 1.0.18-1
xf86-video-vesa 2.6.0-3
xfburn 0.8.0-1
xfce4-appfinder 4.20.0-2
xfce4-artwork 0.1.1a_git20110420-7
xfce4-battery-plugin 1.2.0-1
xfce4-clipman-plugin 1.7.0-1
xfce4-cpufreq-plugin 1.3.0-1
xfce4-cpugraph-plugin 1.3.0-1
xfce4-dict 0.8.9-1
xfce4-diskperf-plugin 2.8.0-2
xfce4-eyes-plugin 4.7.0-1
xfce4-fsguard-plugin 1.2.0-1
xfce4-genmon-plugin 4.3.0-1
xfce4-mailwatch-plugin 1.4.0-1
xfce4-mount-plugin 1.2.0-1
xfce4-mpc-plugin 0.6.0-1
xfce4-netload-plugin 1.5.0-1
xfce4-notes-plugin 1.12.0-1
xfce4-notifyd 0.9.7-2
xfce4-panel 4.20.7-1
xfce4-places-plugin 1.9.0-1
xfce4-power-manager 4.20.0-3
xfce4-pulseaudio-plugin 0.5.1-1
xfce4-screensaver 4.20.2-1
xfce4-screenshooter 1.11.3-3
xfce4-sensors-plugin 1.5.0-2
xfce4-session 4.20.4-1
xfce4-settings 4.20.4-1
xfce4-smartbookmark-plugin 0.6.0-2
xfce4-systemload-plugin 1.4.0-1
xfce4-taskmanager 1.6.0-1
xfce4-terminal 1.2.0-1
xfce4-time-out-plugin 1.2.0-1
xfce4-timer-plugin 1.8.0-1
xfce4-verve-plugin 2.1.0-1
xfce4-wavelan-plugin 0.7.0-2
xfce4-weather-plugin 0.12.0-2
xfce4-whiskermenu-plugin 2.10.1-2
xfce4-xkb-plugin 0.9.0-1
xfconf 4.20.0-2
xfdesktop 4.20.2-1
xfsprogs 7.0.1-1
xfwm4 4.20.0-2
xfwm4-themes 4.10.0-6
xkeyboard-config 2.47-1
xl2tpd 1.3.20-1
xmlsec 1.3.11-1
xorg-bdftopcf 1.1.2-1
xorg-docs 1.7.3-3
xorg-font-util 1.4.2-1
xorg-fonts-100dpi 1.0.4-3
xorg-fonts-75dpi 1.0.4-2
xorg-fonts-alias-100dpi 1.0.6-1
xorg-fonts-alias-75dpi 1.0.6-1
xorg-fonts-encodings 1.1.0-2
xorg-iceauth 1.0.11-1
xorg-mkfontscale 1.2.4-1
xorg-server 21.1.22-2
xorg-server-common 21.1.22-2
xorg-server-devel 21.1.22-2
xorg-server-src 21.1.22-2
xorg-server-xephyr 21.1.22-2
xorg-server-xnest 21.1.22-2
xorg-server-xvfb 21.1.22-2
xorg-sessreg 1.1.4-1
xorg-setxkbmap 1.3.5-1
xorg-smproxy 1.0.8-1
xorg-twm 1.0.13.1-1
xorg-util-macros 1.20.2-1
xorg-x11perf 1.7.0-1
xorg-xauth 1.1.5-1
xorg-xbacklight 1.2.4-1
xorg-xclock 1.1.1-2
xorg-xcmsdb 1.0.7-1
xorg-xcursorgen 1.0.9-1
xorg-xdpyinfo 1.4.0-1
xorg-xdriinfo 1.0.8-1
xorg-xev 1.2.7-1
xorg-xgamma 1.0.8-1
xorg-xhost 1.0.10-1
xorg-xinit 1.4.4-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.5.0-1
xorg-xkbevd 1.1.6-1
xorg-xkbprint 1.0.7-1
xorg-xkbutils 1.0.6-2
xorg-xkill 1.0.7-1
xorg-xlsatoms 1.1.4-2
xorg-xlsclients 1.1.6-1
xorg-xmodmap 1.0.11-2
xorg-xpr 1.2.0-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xrdb 1.2.2-2
xorg-xrefresh 1.1.0-2
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xvinfo 1.1.5-2
xorg-xwayland 24.1.11-2
xorg-xwd 1.0.9-2
xorg-xwininfo 1.1.6-2
xorg-xwud 1.0.7-1
xorgproto 2025.1-1
xterm 410-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.3-1
yad 14.2-1
yaml-cpp 0.9.0-1
zbar 0.23.93-5
zeromq 4.3.5-3
zimg 3.0.6-1
zint 2.16.0-2
zix 0.8.0-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zsh 5.9.1-1
zstd 1.5.7-3
zvbi 0.2.44-1
zxing-cpp 3.0.2-1
